model,replicate,auc,flip_rate,probability_mae,vector_cosine_distance,vector_euclidean_distance
logit,130,0.5675371539754785,0.12924424972617743,0.09193986646104502,0.22479107585438163,1.1982122931435786
xgb,130,0.6067966336422712,0.21522453450164294,0.10678834468126297,0.12062597274780273,0.04606669768691063
logit,131,0.5903811703395133,0.2524644030668127,0.15936226550840188,0.45042307223272615,1.9728002876870205
xgb,131,0.6163561981659644,0.25629791894852133,0.136102095246315,0.09774672985076904,0.03999587520956993
logit,132,0.610750499896531,0.21029572836801752,0.13539276704493206,0.3134939706258414,1.5295600499520765
xgb,132,0.6054215355303066,0.22453450164293537,0.11401048302650452,0.09078818559646606,0.03954574093222618
logit,133,0.5764893732956682,0.13691128148959475,0.08593675738963916,0.12973232089423725,0.820740539294254
xgb,133,0.6153900784773269,0.22179627601314347,0.10824977606534958,0.1744992733001709,0.05814170464873314
logit,134,0.5422098794003446,0.17031763417305587,0.1050936552571163,0.24149641750104667,1.3159850754231557
xgb,134,0.56260369868331,0.23329682365826945,0.10953135043382645,0.10346180200576782,0.041904058307409286
logit,135,0.5637669606658267,0.11829134720700986,0.07874036986770246,0.2178923632587565,1.0468452079289963
xgb,135,0.5786407957201755,0.19660460021905804,0.08995112031698227,0.06559747457504272,0.032781001180410385
logit,136,0.563542879673405,0.17305585980284777,0.10294500157330039,0.18352234478393437,0.9268420673643711
