model,replicate,auc,flip_rate,probability_mae,vector_cosine_distance,vector_euclidean_distance
xgb,136,0.5871852611033357,0.18565169769989048,0.08980491757392883,0.09338408708572388,0.03973659873008728
logit,137,0.5375898926003069,0.20153340635268346,0.12952040112470264,0.32559653371330644,1.5286446526399706
xgb,137,0.5949044227220576,0.23055859802847756,0.12460065633058548,0.11618173122406006,0.04454241693019867
logit,138,0.529902567625317,0.1801752464403067,0.12404633909124246,0.3900982637313337,2.245344186566173
xgb,138,0.6059566360422645,0.22508214676889376,0.10883768647909164,0.08966875076293945,0.03925072401762009
logit,139,0.6021913406778021,0.13691128148959475,0.08067027650815994,0.19429258472748967,0.9504100364869696
xgb,139,0.6300447304844435,0.19058050383351588,0.10249442607164383,0.06835222244262695,0.033383894711732864
logit,140,0.5420164105653575,0.27710843373493976,0.21102561623199492,0.31932353933714286,2.7269693850214503
xgb,140,0.587078730795463,0.26944140197152244,0.14852014183998108,0.12248092889785767,0.046003714203834534
logit,141,0.594731770154126,0.192223439211391,0.10999238519696079,0.3031715231904262,1.1362200813746826
xgb,141,0.604385620122718,0.20810514786418402,0.11173565685749054,0.0996321439743042,0.04087522253394127
logit,142,0.5362968350702672,0.1774370208105148,0.10472408852942512,0.2852915698129116,1.1577996187937865
xgb,142,0.5439768131274727,0.2289156626506024,0.11144890636205673,0.09073412418365479,0.038765594363212585
logit,143,0.563016350565529,0.1429353778751369,0.100105634948173,0.29154575118735326,1.393447412464122
xgb,143,0.5765518220968349,0.18893756845564075,0.09553370624780655,0.07074767351150513,0.03412933647632599
logit,144,0.6062676555618004,0.2469879518072289,0.15581990363363904,0.4956994422243597,2.0257921904230067
xgb,144,0.6380700136775119,0.22562979189485213,0.11906974762678146,0.12462538480758667,0.045712877064943314
logit,145,0.5621702305340351,0.18948521358159912,0.11230973768949061,0.30076586788609383,1.4896779482482894
xgb,145,0.5787975299662409,0.21522453450164294,0.10480819642543793,0.09022223949432373,0.03990800306200981
logit,146,0.6040831720072637,0.1741511500547645,0.1183007716709215,0.3451888674575566,1.6591374888759767
xgb,146,0.6179859894277854,0.21193866374589265,0.10696728527545929,0.09171402454376221,0.03951270505785942
logit,147,0.5766816176443578,0.09090909090909091,0.04870730827576449,0.12367061738345897,0.8027842693319095
xgb,147,0.6266504544680892,0.14403066812705367,0.07582592219114304,0.0566897988319397,0.030445344746112823
logit,148,0.5567800418529416,0.17907995618838993,0.10673577775603352,0.17388848704170323,0.9314793785013559
xgb,148,0.5716955094414016,0.25410733844468786,0.11674334108829498,0.09507131576538086,0.03983704745769501
logit,149,0.5662771575754681,0.10295728368017525,0.06865623349432165,0.22407447533926872,1.3043188004267803
xgb,149,0.6143039591315453,0.1741511500547645,0.08333896100521088,0.06727612018585205,0.03380721062421799
logit,150,0.5769510046297828,0.1456736035049288,0.08619225969474241,0.28635925058001854,1.2183716067102486
xgb,150,0.600875017908112,0.19660460021905804,0.09258007258176804,0.08406597375869751,0.03699035197496414
logit,151,0.5445706889817049,0.17634173055859803,0.11700380765009277,0.2386388748549635,1.4949581784219184
xgb,151,0.6092554021274225,0.22070098576122674,0.10673534870147705,0.08532029390335083,0.03756866976618767
logit,152,0.5724718337539444,0.192223439211391,0.11117800424081438,0.30133199610105665,1.1458398467368245
xgb,152,0.6140945719746923,0.21139101861993428,0.11113251745700836,0.09038031101226807,0.03887062147259712
logit,153,0.580817932356928,0.22562979189485213,0.17029062245209498,0.4855253014681604,3.1944583004619638
xgb,153,0.6244782157765264,0.26944140197152244,0.1372770071029663,0.07991039752960205,0.036511365324258804
logit,154,0.5947709537156425,0.15717415115005476,0.09799575256455613,0.17970573733126716,1.2466765102388893
xgb,154,0.6275394315199916,0.21686746987951808,0.0953521654009819,0.0867888331413269,0.03798753023147583
logit,155,0.576954678088675,0.1615553121577218,0.12247374204103,0.29668931703186807,1.7693964955024373
xgb,155,0.5994037976218027,0.2732749178532311,0.1279553771018982,0.14140760898590088,0.04983891174197197
logit,156,0.5628877795043035,0.192223439211391,0.12187601568692155,0.34669094629685493,1.4449218306555849
xgb,156,0.616973339259847,0.21139101861993428,0.11803911626338959,0.15279370546340942,0.052466098219156265
logit,157,0.5941685064573284,0.1615553121577218,0.09827272684291624,0.22368496208335864,1.1374183452102786
xgb,157,0.607928058981056,0.20481927710843373,0.10919106751680374,0.06723254919052124,0.03342121094465256
logit,158,0.570723267321277,0.15991237677984665,0.09596337923905225,0.22894048499163777,1.1316685606313754
xgb,158,0.6028133797168743,0.17305585980284777,0.08791208267211914,0.07535910606384277,0.03513266518712044
logit,159,0.5857060816560932,0.2009857612267251,0.12130481601138243,0.2394178776228939,1.1555736615424113
xgb,159,0.6133966147851824,0.2185104052573932,0.10876264423131943,0.1050308346748352,0.04184076935052872
logit,160,0.582483233721373,0.192223439211391,0.10962673341874118,0.3158234238212281,1.455483476136048
xgb,160,0.5984640043885588,0.21686746987951808,0.10440222173929214,0.07978886365890503,0.036138176918029785
logit,161,0.6094243812364618,0.13910186199342825,0.08819652273312781,0.21891545407267876,1.1493842693806395
xgb,161,0.6251835198838207,0.2185104052573932,0.09823806583881378,0.07243603467941284,0.03467278182506561
logit,162,0.5689967416419627,0.10788608981380066,0.07187833722714175,0.24344955291209247,1.3020782693453672
xgb,162,0.6026174619092926,0.18619934282584885,0.08139102160930634,0.07167971134185791,0.03467516973614693
logit,163,0.6023150137938381,0.17031763417305587,0.11509598918735137,0.29482527838892847,1.536112384079685
xgb,163,0.5983684944573628,0.2393209200438116,0.11315575242042542,0.09167331457138062,0.039195772260427475
logit,164,0.5632894110098461,0.16757940854326397,0.11456479759323104,0.20364057230714305,1.4425312305973215
xgb,164,0.6021215449588511,0.2185104052573932,0.10993392020463943,0.07425600290298462,0.03555731847882271
logit,165,0.5869256700082897,0.15553121577217963,0.10214399956051276,0.3815494445327162,1.8821387495446098
xgb,165,0.6206480226383027,0.21248630887185105,0.09644350409507751,0.10974627733230591,0.04279530420899391
logit,166,0.5759799869959555,0.15224534501642936,0.09182212708574751,0.19477271664757356,1.2397976884534432
xgb,166,0.6214678162144026,0.18838992332968238,0.09377387911081314,0.07170963287353516,0.034652478992938995
logit,167,0.5544449464838264,0.11171960569550932,0.07554060997218182,0.0804898116316366,0.6810264269663889
xgb,167,0.6115329466405606,0.18893756845564075,0.09161403775215149,0.06242591142654419,0.03229506313800812
logit,168,0.5873579136712671,0.0963855421686747,0.07520899601443495,0.18787652074615957,1.220166355208173
xgb,168,0.620725165275038,0.19660460021905804,0.09606683254241943,0.06493645906448364,0.03242483735084534
logit,169,0.5897187232526274,0.24534501642935377,0.16567770580061034,0.44033608612160535,1.590012536052839
xgb,169,0.6066239810743398,0.25136911281489593,0.12554492056369781,0.1421666145324707,0.04978916421532631
logit,170,0.5841852696747397,0.059693318729463304,0.032508761887606534,0.03016567719319241,0.349579439270545
xgb,170,0.617160685663347,0.13691128148959475,0.06952674686908722,0.04302948713302612,0.026501186192035675
logit,171,0.5854820006636716,0.14348302300109528,0.08859098902319404,0.17117403792924457,0.857362585831172
xgb,171,0.604972149059166,0.19331872946330778,0.0950365886092186,0.078005850315094,0.036221250891685486
logit,172,0.5857171020327697,0.21139101861993428,0.1380780526277556,0.20490816340268536,1.1176236567759799
xgb,172,0.5881170951756465,0.223986856516977,0.11010342091321945,0.07741665840148926,0.035674914717674255
logit,173,0.5935574877949328,0.19605695509309967,0.11772826282673363,0.4419452146873558,1.5268796815832681
xgb,173,0.6279618792925897,0.2157721796276013,0.11187394708395004,0.07396191358566284,0.03513040766119957
logit,174,0.5615751301935056,0.16538882803943045,0.1125083159643253,0.291696255757779,1.392892901885869
xgb,174,0.6147104885822776,0.2059145673603505,0.09887725859880447,0.13156867027282715,0.04731888324022293
logit,175,0.5820313982776375,0.16374589266155531,0.09055193807431122,0.30481554005312617,1.317644608195101
xgb,175,0.6003142031839093,0.17907995618838993,0.08661165088415146,0.07491296529769897,0.03487406298518181
logit,176,0.6114313142778776,0.1796276013143483,0.11310260359868181,0.3001740273435234,1.299195479535548
xgb,176,0.6301120772307998,0.19112814895947425,0.10064690560102463,0.08409291505813599,0.03771181404590607
logit,177,0.5787338566787769,0.11336254107338445,0.06934698861032657,0.15428926682082733,0.9437819839960364
xgb,177,0.6146835498837351,0.1796276013143483,0.08377660065889359,0.061685919761657715,0.03166583552956581
logit,178,0.5920317778683898,0.21084337349397592,0.148492863919346,0.44822390960018244,2.0452295087358303
xgb,178,0.6124537603361949,0.23603504928806135,0.12261219322681427,0.0862431526184082,0.037925321608781815
logit,179,0.5538033156639961,0.15279299014238773,0.09132042218165236,0.16336264374728504,0.9093167705557365
xgb,179,0.5855787350811651,0.2261774370208105,0.10796888172626495,0.08289289474487305,0.03704656660556793
logit,180,0.5616902319054599,0.17579408543263966,0.10825692452889163,0.2993127052476663,1.347783377333348
xgb,180,0.6229133222884671,0.20427163198247536,0.09556886553764343,0.09698617458343506,0.04003185033798218
logit,181,0.5219556515552812,0.17798466593647316,0.11359601808795242,0.20118002254973377,1.099130142530666
xgb,181,0.5882432172642772,0.2185104052573932,0.11012469977140427,0.1239122748374939,0.04684911668300629
logit,182,0.5871448530555219,0.17360350492880613,0.10992777992592796,0.3081031339221131,1.4262171878602006
xgb,182,0.59267340868822,0.22727272727272727,0.10954849421977997,0.08660233020782471,0.038471437990665436
logit,183,0.5775559008606914,0.15169769989047097,0.0984870121872169,0.25900448010883603,1.2145377275581366
xgb,183,0.5997019600352163,0.2289156626506024,0.11351747065782547,0.07359594106674194,0.035135649144649506
logit,184,0.5809587482811274,0.14786418400876233,0.07954212219341729,0.13147653452534724,0.7173595826147728
xgb,184,0.5807701773913299,0.18893756845564075,0.1006469801068306,0.0773477554321289,0.0356355719268322
logit,185,0.5989978804142193,0.21905805038335158,0.14274091806752645,0.31174723008851235,1.481180944481125
xgb,185,0.6064525529927058,0.23767798466593648,0.11898502707481384,0.08746743202209473,0.03801751136779785
logit,186,0.5421511040580701,0.14676889375684557,0.09368991375470533,0.18353562336663187,1.0514679197748542
xgb,186,0.5902844359220198,0.20755750273822562,0.10840185731649399,0.07228338718414307,0.03449187055230141
logit,187,0.5282837967401726,0.2261774370208105,0.15502124683348922,0.27440305142301213,1.6454812112280586
xgb,187,0.5931717746112563,0.24315443592552027,0.11884584277868271,0.11998456716537476,0.044898245483636856
logit,188,0.5937803443010572,0.20481927710843373,0.12602001683481703,0.3063474290259318,1.236913634709889
xgb,188,0.637511647925904,0.24096385542168675,0.11395242065191269,0.07365530729293823,0.03478989750146866
logit,189,0.5758918239825437,0.17031763417305587,0.10181906855310867,0.2509443400378407,1.0449143311095779
xgb,189,0.6136268182090908,0.18893756845564075,0.09388552606105804,0.07103806734085083,0.03451903164386749
logit,190,0.5347564313081554,0.1588170865279299,0.10671837942193702,0.19898336367162495,1.248629891409132
xgb,190,0.6181941520983409,0.21631982475355968,0.10761081427335739,0.11623293161392212,0.045163460075855255
logit,191,0.6068872456282778,0.16429353778751368,0.11059192523917913,0.28920835048962146,1.2443073653525951
xgb,191,0.6102092769530862,0.22015334063526834,0.1124977320432663,0.09687572717666626,0.03992018848657608
logit,192,0.5978517612398658,0.3559693318729463,0.2600272472632205,0.6386128352984747,3.2039552800763906
xgb,192,0.6197125151070997,0.2672508214676889,0.1497572362422943,0.13088130950927734,0.047928474843502045
logit,193,0.6059713298778331,0.1829134720700986,0.12247423218289553,0.35456029105486286,1.4919540993878833
xgb,193,0.6172402772726773,0.2420591456736035,0.11460792273283005,0.08330929279327393,0.03761608898639679
logit,194,0.5831591501575301,0.12924424972617743,0.08724930502053992,0.10702611604093137,0.7954099312035214
xgb,194,0.615796607928059,0.18948521358159912,0.09069406986236572,0.06924182176589966,0.03404746204614639
logit,195,0.5530380117281297,0.1664841182913472,0.10811370051485956,0.38764853459885407,1.8438298901659298
xgb,195,0.6169598699105757,0.19660460021905804,0.10723576694726944,0.09406226873397827,0.03969373553991318
logit,196,0.5766105974391094,0.10460021905805038,0.06856590728300437,0.12027999842577497,0.7367555188840347
xgb,196,0.6007488958194813,0.1982475355969332,0.09623443335294724,0.0698956847190857,0.033914681524038315
logit,197,0.5678677652757727,0.12814895947426067,0.07992909990917274,0.1772760601095582,0.9131815657696993
xgb,197,0.6029762363944267,0.18784227820372398,0.08642558753490448,0.08098888397216797,0.03667372092604637
logit,198,0.5371845876358721,0.2212486308871851,0.14174498321529608,0.43379264429474995,1.724766547978401
xgb,198,0.5775950844222077,0.2316538882803943,0.11558665335178375,0.08813869953155518,0.037995532155036926
logit,199,0.5854403681295604,0.25848849945235486,0.16922689462599,0.33787066762727047,1.697317700428269
xgb,199,0.5948187086812404,0.2475355969331873,0.13268354535102844,0.09922283887863159,0.04151541367173195
