feature,xper_value,abs_xper_value
field_cd_B_9,-0.15228940022673731,0.15228940022673731
career_c_B_14,-0.13518957007543736,0.13518957007543736
career_c_B_1,-0.12787532662958184,0.12787532662958184
career_c_A_4,-0.1180072941178457,0.1180072941178457
museums_B,-0.10881813643835703,0.10881813643835703
intel1_1_B,-0.10075033489757582,0.10075033489757582
career_c_A_16,-0.098785999101393,0.098785999101393
imprelig_B,-0.09835123834141012,0.09835123834141012
field_cd_B_10,-0.09376843961014009,0.09376843961014009
art_B,-0.08941707408433822,0.08941707408433822
career_c_B_4,-0.08592819024442273,0.08592819024442273
field_cd_A_3,-0.0837119490431788,0.0837119490431788
field_cd_B_6,-0.07927688711449957,0.07927688711449957
field_cd_B_8,-0.07277293313219549,0.07277293313219549
goal_A_2,-0.06634161773673196,0.06634161773673196
hiking_A,-0.0650902057967772,0.0650902057967772
career_c_A_13,-0.06371877697545124,0.06371877697545124
income_B,-0.06002211794067526,0.06002211794067526
career_c_B_10,-0.058809722947544614,0.058809722947544614
goal_A_NA,-0.05825213974378225,0.05825213974378225
attr3_1_A,-0.056820253821980735,0.056820253821980735
career_c_A_9,0.05587155089629657,0.05587155089629657
amb1_1_B,0.05521342396886924,0.05521342396886924
date_A,-0.05137227682016911,0.05137227682016911
music_A,-0.04756309495453788,0.04756309495453788
tv_A,-0.043349028881903715,0.043349028881903715
field_cd_B_2,-0.04194459603746854,0.04194459603746854
fun3_1_A,0.041660889815633595,0.041660889815633595
career_c_B_NA,-0.04063281976112538,0.04063281976112538
career_c_B_11,-0.03987666237948057,0.03987666237948057
amb1_1_A,-0.03961976418352094,0.03961976418352094
gaming_B,-0.03898508771601526,0.03898508771601526
career_c_B_2,0.038516541101055894,0.038516541101055894
music_B,0.037799170045309215,0.037799170045309215
tvsports_A,0.03772798602097945,0.03772798602097945
intel3_1_A,-0.03711816251553872,0.03711816251553872
income_A,-0.03686012708306901,0.03686012708306901
career_c_A_7,-0.03680088629660477,0.03680088629660477
art_A,-0.03666054018725161,0.03666054018725161
career_c_B_6,0.03573659936574994,0.03573659936574994
career_c_A_12,0.03546504860900845,0.03546504860900845
goal_B_4,-0.03504130559099544,0.03504130559099544
gaming_A,-0.034381064536174705,0.034381064536174705
tv_B,-0.034144310411738425,0.034144310411738425
field_cd_B_14,0.03357735280708992,0.03357735280708992
exercise_B,0.03224479484425269,0.03224479484425269
date_B,0.032048023720703055,0.032048023720703055
sports_B,0.0312068927402504,0.0312068927402504
int_corr,-0.030876907946459788,0.030876907946459788
career_c_B_16,-0.029865101333597353,0.029865101333597353
fit_score,0.029249398509488572,0.029249398509488572
career_c_B_17,0.02832278768368837,0.02832278768368837
goal_A_6,0.028228452584449552,0.028228452584449552
sinc1_1_B,-0.027577383992545227,0.027577383992545227
field_cd_B_5,0.026994837454400962,0.026994837454400962
abs_age_diff,0.026829168539797194,0.026829168539797194
field_cd_A_10,0.026684206257362803,0.026684206257362803
shar1_1_B,-0.0257898366943196,0.0257898366943196
goal_B_NA,-0.02559424403818473,0.02559424403818473
field_cd_B_7,-0.02529980828908921,0.02529980828908921
exphappy_B,-0.025260233132329966,0.025260233132329966
field_cd_B_13,-0.024569714881877727,0.024569714881877727
concerts_A,0.02384016709750265,0.02384016709750265
dining_B,-0.023608186809162386,0.023608186809162386
field_cd_A_5,-0.023463834157119178,0.023463834157119178
goal_B_1,0.02332420616697325,0.02332420616697325
field_cd_B_18,0.023173875434340893,0.023173875434340893
hiking_B,0.022600126605433656,0.022600126605433656
field_cd_A_8,-0.0217555376020559,0.0217555376020559
