feature,xper_value,abs_xper_value
art_A,0.08454308416087945,0.08454308416087945
museums_A,0.06719147858057639,0.06719147858057639
career_c_B_2,0.06421939426813136,0.06421939426813136
field_cd_A_5,0.06412909279715215,0.06412909279715215
career_c_A_1,0.05973549288068445,0.05973549288068445
yoga_A,0.05704834573216997,0.05704834573216997
field_cd_A_15,0.05637917762199363,0.05637917762199363
field_cd_B_9,0.05620220258971878,0.05620220258971878
career_c_A_5,0.039585554863989646,0.039585554863989646
sinc1_1_A,0.037553293730118585,0.037553293730118585
exphappy_A,0.03562492914574798,0.03562492914574798
career_c_B_7,0.033136667051504115,0.033136667051504115
tv_A,0.03163602119393476,0.03163602119393476
field_cd_A_6,0.030643424615510773,0.030643424615510773
goal_A_2,0.029662798632383577,0.029662798632383577
exercise_B,0.023481951828219546,0.023481951828219546
music_A,0.02237501803985905,0.02237501803985905
date_A,0.022207085495141794,0.022207085495141794
field_cd_B_12,0.022130202697713167,0.022130202697713167
field_cd_A_10,0.0216489765026836,0.0216489765026836
age_diff,0.02153852316538574,0.02153852316538574
career_c_A_3,0.020969217211745668,0.020969217211745668
amb3_1_B,0.02065592115557914,0.02065592115557914
career_c_B_14,0.02048111829135574,0.02048111829135574
career_c_B_4,-0.018245376106131972,0.018245376106131972
amb1_1_A,-0.01806258583242711,0.01806258583242711
field_cd_B_15,0.017982512017309032,0.017982512017309032
field_cd_B_17,0.017931455167380143,0.017931455167380143
career_c_B_9,0.01779652468802675,0.01779652468802675
hiking_B,0.017216309387242036,0.017216309387242036
tv_B,0.017092401590472803,0.017092401590472803
field_cd_B_6,0.01656976961342053,0.01656976961342053
int_corr,-0.015917799329989168,0.015917799329989168
shopping_B,0.015800372651004355,0.015800372651004355
exphappy_B,-0.015484629755804363,0.015484629755804363
goal_B_2,-0.014469443655468197,0.014469443655468197
field_cd_B_10,0.013835150595512609,0.013835150595512609
shopping_A,0.013759174765639887,0.013759174765639887
career_c_A_8,0.013246492557145863,0.013246492557145863
age_B,0.012936517292601141,0.012936517292601141
career_c_A_11,0.012586118311103041,0.012586118311103041
fun3_1_A,-0.012321952057205652,0.012321952057205652
goal_A_6,0.012262520250438537,0.012262520250438537
career_c_A_13,-0.01224793471723366,0.01224793471723366
amb1_1_B,-0.011917985843242789,0.011917985843242789
sinc1_1_B,0.011858217399062091,0.011858217399062091
museums_B,-0.011213483967209783,0.011213483967209783
field_cd_A_9,-0.011134643790470137,0.011134643790470137
field_cd_A_12,0.011082304031870998,0.011082304031870998
career_c_A_9,-0.01106240437541098,0.01106240437541098
field_cd_A_18,0.011055916090084009,0.011055916090084009
field_cd_B_3,0.010958638770163549,0.010958638770163549
career_c_B_3,-0.01088662772330917,0.01088662772330917
dining_B,0.010671774606135324,0.010671774606135324
sports_B,0.010482873613649928,0.010482873613649928
abs_age_diff,-0.010359585226299267,0.010359585226299267
movies_A,0.010292989338493888,0.010292989338493888
career_c_B_16,0.01024045838327651,0.01024045838327651
career_c_B_10,0.010156548886830099,0.010156548886830099
field_cd_B_1,0.010014356517607534,0.010014356517607534
field_cd_A_8,-0.009672531663475434,0.009672531663475434
concerts_A,0.009604398126347322,0.009604398126347322
goal_A_3,0.009501139200095956,0.009501139200095956
date_B,0.009492591478513496,0.009492591478513496
field_cd_A_11,0.009489028561901895,0.009489028561901895
career_c_B_8,-0.009337700038330366,0.009337700038330366
income_missing_A,0.009335854649569052,0.009335854649569052
career_c_A_17,0.008978651961563262,0.008978651961563262
goal_A_4,0.008765022464811987,0.008765022464811987
field_cd_A_NA,-0.008302490282966373,0.008302490282966373
career_c_B_6,0.008300800231780703,0.008300800231780703
goal_B_6,-0.00829014384864792,0.00829014384864792
age_A,0.008238311774969344,0.008238311774969344
gaming_A,0.007970421450582046,0.007970421450582046
concerts_B,0.007886841201077844,0.007886841201077844
dining_A,0.007705045359273282,0.007705045359273282
career_c_A_4,0.007261552881822259,0.007261552881822259
goal_B_1,0.007103062420781171,0.007103062420781171
imprace_B,-0.007087517332421406,0.007087517332421406
goal_A_NA,-0.006716729123411774,0.006716729123411774
field_cd_B_NA,0.0067162728516276015,0.0067162728516276015
movies_B,-0.006610225618456775,0.006610225618456775
reading_A,-0.006539048734973438,0.006539048734973438
attr1_1_A,-0.00647407685510675,0.00647407685510675
shar1_1_B,0.006413317585602226,0.006413317585602226
fit_score,-0.0062972454355081815,0.0062972454355081815
reading_B,0.0062539729968409865,0.0062539729968409865
career_c_B_17,-0.006195576345283215,0.006195576345283215
career_c_A_7,0.006073108208217363,0.006073108208217363
field_cd_B_8,0.005921054069813493,0.005921054069813493
intel3_1_A,0.00580882096319305,0.00580882096319305
tvsports_A,-0.005751711578838274,0.005751711578838274
career_c_B_11,0.005597824253766379,0.005597824253766379
career_c_A_10,0.005592667808724563,0.005592667808724563
field_cd_B_2,-0.005563103300498816,0.005563103300498816
shar1_1_A,-0.0054265894990619835,0.0054265894990619835
field_cd_A_14,0.005420923604256149,0.005420923604256149
clubbing_B,0.005394641138094493,0.005394641138094493
field_cd_A_13,0.0053827749663942276,0.0053827749663942276
imprace_A,0.005284053892717927,0.005284053892717927
career_c_A_2,0.00503513502652234,0.00503513502652234
goal_B_5,0.004972529061512162,0.004972529061512162
go_out_A,-0.004969594671692734,0.004969594671692734
career_c_B_NA,0.004705060426411217,0.004705060426411217
income_missing_B,0.004655178947078572,0.004655178947078572
imprelig_B,0.004409268008395176,0.004409268008395176
