feature,xper_value,abs_xper_value
field_cd_B_9,-0.06996616263691598,0.06996616263691598
career_c_B_1,-0.06097848287870554,0.06097848287870554
career_c_B_14,-0.0589500169708764,0.0589500169708764
career_c_A_4,-0.053060396779682856,0.053060396779682856
museums_B,-0.050533633881468074,0.050533633881468074
intel1_1_B,-0.04846126582034818,0.04846126582034818
imprelig_B,-0.0467960661355607,0.0467960661355607
field_cd_B_10,-0.04396028479509831,0.04396028479509831
career_c_A_16,-0.043467865646530386,0.043467865646530386
art_B,-0.04282634373464126,0.04282634373464126
career_c_B_4,-0.040413492059393374,0.040413492059393374
field_cd_A_3,-0.03821720030480498,0.03821720030480498
field_cd_B_8,-0.03699986840161197,0.03699986840161197
field_cd_B_6,-0.036025791926752204,0.036025791926752204
goal_A_2,-0.03215600112527553,0.03215600112527553
career_c_A_13,-0.03197639239934298,0.03197639239934298
hiking_A,-0.030859468692487794,0.030859468692487794
career_c_B_10,-0.028496057263189097,0.028496057263189097
attr3_1_A,-0.02774630473994154,0.02774630473994154
goal_A_NA,-0.02713952847683861,0.02713952847683861
income_B,-0.026934087237110844,0.026934087237110844
amb1_1_B,0.026366700854987202,0.026366700854987202
career_c_A_9,0.02563060559735978,0.02563060559735978
date_A,-0.02434356575156944,0.02434356575156944
music_A,-0.023119874668779586,0.023119874668779586
tv_A,-0.02179920843586841,0.02179920843586841
career_c_B_11,-0.02131763845967826,0.02131763845967826
field_cd_B_2,-0.0192887579041979,0.0192887579041979
intel3_1_A,-0.018904159419448924,0.018904159419448924
gaming_B,-0.01865141738670902,0.01865141738670902
amb1_1_A,-0.018320098993958,0.018320098993958
fun3_1_A,0.017938558981478687,0.017938558981478687
career_c_B_NA,-0.017908472604580734,0.017908472604580734
career_c_A_7,-0.017773814431086808,0.017773814431086808
music_B,0.01708671582968772,0.01708671582968772
income_A,-0.016992345517667866,0.016992345517667866
art_A,-0.01695546488871238,0.01695546488871238
tvsports_A,0.01672640947487556,0.01672640947487556
tv_B,-0.016649217499389985,0.016649217499389985
gaming_A,-0.01605013288075863,0.01605013288075863
career_c_B_6,0.015981527320452545,0.015981527320452545
int_corr,-0.015880385461627657,0.015880385461627657
career_c_B_2,0.015855418530909472,0.015855418530909472
