feature,xper_value,abs_xper_value
career_c_B_8,0.08965705253512066,0.08965705253512066
sinc3_1_A,0.08449679612486445,0.08449679612486445
theater_A,0.06618656028371513,0.06618656028371513
clubbing_A,0.06126296020012359,0.06126296020012359
date_A,0.05576612661094012,0.05576612661094012
museums_B,0.05122065348828325,0.05122065348828325
attr3_1_B,0.0336342000107996,0.0336342000107996
career_c_A_15,0.02858982661936037,0.02858982661936037
go_out_A,0.028273717353144733,0.028273717353144733
abs_age_diff,0.025831883100439264,0.025831883100439264
career_c_A_7,0.024600539448588796,0.024600539448588796
intel3_1_A,0.024581816434912154,0.024581816434912154
career_c_B_15,-0.02154256321183982,0.02154256321183982
field_cd_B_10,0.020456281897231064,0.020456281897231064
movies_B,-0.019682972116779884,0.019682972116779884
dining_B,0.019444698787035183,0.019444698787035183
goal_A_4,0.01899357359255247,0.01899357359255247
amb1_1_A,0.017595919856329637,0.017595919856329637
field_cd_B_8,0.01656550656804308,0.01656550656804308
career_c_A_3,-0.016512561062954827,0.016512561062954827
career_c_A_16,0.016282572475890277,0.016282572475890277
amb3_1_A,0.015517282649545869,0.015517282649545869
museums_A,-0.01546354048537803,0.01546354048537803
sinc1_1_B,0.015032825946877038,0.015032825946877038
career_c_A_10,0.014697190005746532,0.014697190005746532
career_c_A_12,0.014207094971833992,0.014207094971833992
fun1_1_A,-0.014069805131930364,0.014069805131930364
exercise_B,0.01405500099606781,0.01405500099606781
art_A,0.01396666816893156,0.01396666816893156
goal_A_NA,0.013492921876593362,0.013492921876593362
goal_A_5,0.013463870331310883,0.013463870331310883
gaming_B,-0.013305675214264377,0.013305675214264377
fun3_1_B,0.012822721999820364,0.012822721999820364
art_B,0.012405708174740945,0.012405708174740945
shopping_B,-0.01228244444174582,0.01228244444174582
reading_A,0.011462806123513759,0.011462806123513759
attr1_1_B,-0.011451639753958555,0.011451639753958555
field_cd_B_18,-0.011119807799941633,0.011119807799941633
clubbing_B,0.011073527141834152,0.011073527141834152
amb3_1_B,0.011039139880153918,0.011039139880153918
income_missing_B,0.010411220267643368,0.010411220267643368
field_cd_A_16,0.010235846154498353,0.010235846154498353
date_B,-0.010154372608199676,0.010154372608199676
imprace_A,0.00965310128940419,0.00965310128940419
fun1_1_B,0.009562655671893964,0.009562655671893964
exercise_A,-0.009526762128026313,0.009526762128026313
amb1_1_B,0.009421738573939522,0.009421738573939522
field_cd_B_5,0.009392201540401893,0.009392201540401893
career_c_B_5,-0.009259466681558748,0.009259466681558748
age_A,-0.00924741116896879,0.00924741116896879
sports_A,0.009212623709419433,0.009212623709419433
goal_B_NA,0.00915564571577948,0.00915564571577948
field_cd_B_11,0.009074954809134032,0.009074954809134032
career_c_B_7,-0.009073388684507886,0.009073388684507886
field_cd_B_3,-0.009067301234954703,0.009067301234954703
field_cd_B_9,-0.009016654633934496,0.009016654633934496
imprelig_A,0.008868758985499051,0.008868758985499051
field_cd_A_5,-0.00864270728295928,0.00864270728295928
goal_B_2,0.008634763580233754,0.008634763580233754
field_cd_A_14,0.00835411676633423,0.00835411676633423
career_c_A_4,-0.00812064012249662,0.00812064012249662
yoga_A,0.008091305733178213,0.008091305733178213
field_cd_B_7,0.007825800498931295,0.007825800498931295
exphappy_B,-0.007663279273343523,0.007663279273343523
tvsports_B,-0.007271715063947016,0.007271715063947016
age_diff,-0.0071497556359446995,0.0071497556359446995
career_c_A_NA,0.007039369856450357,0.007039369856450357
