feature,xper_value,abs_xper_value
sports_B,0.07494712226906027,0.07494712226906027
career_c_B_16,0.07448368909440398,0.07448368909440398
field_cd_B_NA,0.0744836890944034,0.0744836890944034
goal_A_2,0.07426478000349473,0.07426478000349473
imprelig_A,0.05427626187385338,0.05427626187385338
gaming_A,-0.04890239589000402,0.04890239589000402
career_c_B_15,-0.044438484088570776,0.044438484088570776
field_cd_A_17,0.04441454622786804,0.04441454622786804
attr3_1_B,0.04270408183468278,0.04270408183468278
career_c_A_14,0.04196508829017365,0.04196508829017365
career_c_A_2,0.04101725155437389,0.04101725155437389
career_c_A_3,0.03978471498222315,0.03978471498222315
field_cd_A_7,-0.03802709389274296,0.03802709389274296
intel3_1_A,-0.037393795986447806,0.037393795986447806
career_c_B_11,0.037366338731963634,0.037366338731963634
field_cd_B_5,0.03666441077653415,0.03666441077653415
int_corr,0.03589261565268979,0.03589261565268979
date_A,-0.0358748678554757,0.0358748678554757
field_cd_A_5,0.035436763130257835,0.035436763130257835
career_c_B_4,0.034960267983793335,0.034960267983793335
field_cd_A_2,0.03488953572834215,0.03488953572834215
goal_B_4,-0.03470495797815759,0.03470495797815759
age_A,0.03391891692759237,0.03391891692759237
field_cd_B_9,-0.03361281596501388,0.03361281596501388
career_c_A_NA,0.03297108687708897,0.03297108687708897
field_cd_B_10,0.032682845854039466,0.032682845854039466
dining_A,-0.032582727351250514,0.032582727351250514
exercise_A,0.03201456455637335,0.03201456455637335
field_cd_A_18,-0.03179610396683161,0.03179610396683161
sinc1_1_B,0.03166156363937792,0.03166156363937792
field_cd_A_8,0.03148539313253095,0.03148539313253095
career_c_B_6,0.031452553840642966,0.031452553840642966
fun3_1_B,-0.03106830216076188,0.03106830216076188
field_cd_A_4,-0.030668151907625094,0.030668151907625094
theater_A,0.02912515305592094,0.02912515305592094
fun3_1_A,0.02765974719138356,0.02765974719138356
career_c_B_13,0.027496246079103195,0.027496246079103195
goal_B_2,-0.027153356011838783,0.027153356011838783
