feature,xper_value,abs_xper_value
field_cd_B_9,-0.1463451048678771,0.1463451048678771
career_c_B_14,-0.14026357310565168,0.14026357310565168
career_c_A_4,-0.12651413405361897,0.12651413405361897
intel1_1_B,-0.11516232126181077,0.11516232126181077
career_c_B_1,-0.11379979904496453,0.11379979904496453
museums_B,-0.10693856771527419,0.10693856771527419
field_cd_B_10,-0.10560535789023077,0.10560535789023077
imprelig_B,-0.10125981449821443,0.10125981449821443
field_cd_B_6,-0.09628942945336914,0.09628942945336914
career_c_A_16,-0.095505764468845,0.095505764468845
art_B,-0.0935934906024635,0.0935934906024635
career_c_B_4,-0.08827447028950297,0.08827447028950297
goal_A_2,-0.0820393209526595,0.0820393209526595
hiking_A,-0.08011942215916856,0.08011942215916856
field_cd_A_3,-0.07915294090229977,0.07915294090229977
field_cd_B_8,-0.07709084557477792,0.07709084557477792
career_c_A_13,-0.0726581093897785,0.0726581093897785
income_B,-0.07056801897061138,0.07056801897061138
career_c_B_10,-0.07049777783211805,0.07049777783211805
date_A,-0.06386785701356225,0.06386785701356225
career_c_A_9,0.06265883576340843,0.06265883576340843
career_c_A_7,-0.06220345903761125,0.06220345903761125
attr3_1_A,-0.05961850729346142,0.05961850729346142
goal_A_NA,-0.0592628515737753,0.0592628515737753
music_A,-0.04952028549582462,0.04952028549582462
goal_B_4,-0.04919739443236054,0.04919739443236054
amb1_1_A,-0.048081646902044646,0.048081646902044646
career_c_B_NA,-0.04771141476334795,0.04771141476334795
tv_A,-0.04738624131531217,0.04738624131531217
career_c_A_12,0.047209681432749916,0.047209681432749916
amb1_1_B,0.04648985011225885,0.04648985011225885
tv_B,-0.043733847203556615,0.043733847203556615
career_c_B_2,0.043491888951201645,0.043491888951201645
art_A,-0.043331058027286894,0.043331058027286894
tvsports_A,0.04316670675494224,0.04316670675494224
music_B,0.04291257180440178,0.04291257180440178
intel3_1_A,-0.04133104388702526,0.04133104388702526
fun3_1_A,0.041078602307132416,0.041078602307132416
career_c_B_11,-0.041026281039061904,0.041026281039061904
int_corr,-0.0397366371438774,0.0397366371438774
field_cd_B_2,-0.03969621253177652,0.03969621253177652
income_A,-0.03693586058664149,0.03693586058664149
dining_B,-0.0368512635701666,0.0368512635701666
exphappy_B,-0.03437850599153117,0.03437850599153117
field_cd_A_5,-0.033866337514195446,0.033866337514195446
fit_score,0.033541771234859664,0.033541771234859664
career_c_B_6,0.03347056755324656,0.03347056755324656
field_cd_B_5,0.03243710745593385,0.03243710745593385
field_cd_B_7,-0.03225263069999452,0.03225263069999452
gaming_A,-0.03224570821181641,0.03224570821181641
gaming_B,-0.031713600692326364,0.031713600692326364
career_c_B_16,-0.031313820373915585,0.031313820373915585
field_cd_A_10,0.03098750075636181,0.03098750075636181
shar1_1_B,-0.03078611171229009,0.03078611171229009
career_c_B_17,0.030587622022078906,0.030587622022078906
field_cd_B_13,-0.03051705981291988,0.03051705981291988
sinc1_1_B,-0.02979396030091712,0.02979396030091712
hiking_B,0.028690774064788246,0.028690774064788246
date_B,0.028230469046299368,0.028230469046299368
field_cd_B_14,0.027441464848558195,0.027441464848558195
goal_B_NA,-0.02733199486650564,0.02733199486650564
sports_B,0.027014851647768408,0.027014851647768408
concerts_A,0.02659494503856053,0.02659494503856053
field_cd_A_14,-0.02634092006342453,0.02634092006342453
exercise_B,0.025220279669924187,0.025220279669924187
goal_B_2,0.024651900245335468,0.024651900245335468
age_B,-0.024289855448880276,0.024289855448880276
field_cd_B_12,0.02367685832729971,0.02367685832729971
goal_A_6,0.02347460001996716,0.02347460001996716
abs_age_diff,0.02311366362105074,0.02311366362105074
reading_A,-0.02310189812754295,0.02310189812754295
income_missing_B,0.022597922434063833,0.022597922434063833
goal_B_3,-0.02259069644739276,0.02259069644739276
field_cd_A_8,-0.022512433344385418,0.022512433344385418
career_c_B_15,0.022398917863295287,0.022398917863295287
goal_B_1,0.022164912878057268,0.022164912878057268
career_c_A_NA,0.022157590308014116,0.022157590308014116
sinc3_1_B,-0.02208629251381305,0.02208629251381305
tvsports_B,-0.021693857843466145,0.021693857843466145
