feature,xper_value,abs_xper_value
age_A,0.4273246087320669,0.4273246087320669
amb3_1_B,-0.13074621883439042,0.13074621883439042
date_A,-0.07805744704507105,0.07805744704507105
fun3_1_B,-0.07130988023917374,0.07130988023917374
career_c_A_16,-0.06730360619657448,0.06730360619657448
career_c_A_11,-0.06340387629542095,0.06340387629542095
career_c_B_10,-0.05944850476720221,0.05944850476720221
field_cd_A_14,-0.05864234253897001,0.05864234253897001
career_c_B_2,-0.05831477423831144,0.05831477423831144
career_c_B_7,-0.056896268369070545,0.056896268369070545
field_cd_A_4,-0.048546412807948094,0.048546412807948094
career_c_A_3,-0.04602726232673185,0.04602726232673185
theater_A,0.04369034737554413,0.04369034737554413
museums_A,-0.04363663861535961,0.04363663861535961
field_cd_A_7,-0.043325114244029114,0.043325114244029114
intel1_1_B,0.04054096790414766,0.04054096790414766
field_cd_B_11,-0.039801653817961205,0.039801653817961205
career_c_B_14,0.039017239415490124,0.039017239415490124
goal_B_NA,-0.03850069041563869,0.03850069041563869
field_cd_A_6,-0.03772680276575372,0.03772680276575372
attr1_1_A,0.03682823786880407,0.03682823786880407
field_cd_A_18,-0.036192059454770956,0.036192059454770956
reading_B,0.03555746820784817,0.03555746820784817
dining_A,0.03541310291040792,0.03541310291040792
field_cd_B_10,-0.03382687307726167,0.03382687307726167
intel1_1_A,-0.032285308114074804,0.032285308114074804
yoga_B,-0.03183774133434002,0.03183774133434002
field_cd_A_3,-0.03142947058029594,0.03142947058029594
amb1_1_B,0.031060415950588206,0.031060415950588206
career_c_A_8,-0.031039704149793606,0.031039704149793606
exercise_B,-0.030588754338897815,0.030588754338897815
abs_age_diff,-0.029893154999635223,0.029893154999635223
goal_A_5,-0.029273014749508858,0.029273014749508858
goal_A_NA,-0.0285887717893206,0.0285887717893206
field_cd_B_12,0.028439943465371084,0.028439943465371084
sinc3_1_B,-0.027700793819092833,0.027700793819092833
career_c_B_13,-0.027536556443787948,0.027536556443787948
field_cd_B_2,-0.027443379363654347,0.027443379363654347
field_cd_B_3,-0.027081875191114085,0.027081875191114085
clubbing_B,-0.02642387734300979,0.02642387734300979
career_c_A_4,-0.026096058805906725,0.026096058805906725
yoga_A,0.02605583833055197,0.02605583833055197
career_c_B_NA,-0.02604197192659907,0.02604197192659907
career_c_A_NA,0.025664603587251908,0.025664603587251908
imprace_B,-0.025559035230141323,0.025559035230141323
age_diff,-0.025436762245557916,0.025436762245557916
amb1_1_A,-0.025078596415325224,0.025078596415325224
art_A,0.024597521869863526,0.024597521869863526
field_cd_B_7,0.024459477298776254,0.024459477298776254
income_missing_A,-0.024337282961650688,0.024337282961650688
go_out_B,-0.024084831294928923,0.024084831294928923
attr3_1_A,-0.023960976618559404,0.023960976618559404
goal_B_6,-0.023903069636485332,0.023903069636485332
sinc1_1_A,-0.023745934435105857,0.023745934435105857
field_cd_A_5,-0.02343685100410674,0.02343685100410674
fun3_1_A,-0.023371789661712234,0.023371789661712234
career_c_A_13,-0.023352220713919375,0.023352220713919375
income_A,-0.02263652194735766,0.02263652194735766
gaming_A,0.022560180734464502,0.022560180734464502
career_c_A_7,-0.022187148864016352,0.022187148864016352
imprace_A,0.022165155579341633,0.022165155579341633
field_cd_B_18,-0.02208621566521009,0.02208621566521009
tv_A,-0.020440273975375182,0.020440273975375182
field_cd_A_8,-0.019152114607554935,0.019152114607554935
field_cd_B_13,0.019061935407417137,0.019061935407417137
exphappy_B,-0.0189651471598058,0.0189651471598058
exercise_A,0.01895373674282166,0.01895373674282166
career_c_B_16,-0.017835285183883172,0.017835285183883172
hiking_B,0.016378809111787743,0.016378809111787743
date_B,0.01624098909759346,0.01624098909759346
career_c_A_17,0.01619654649390195,0.01619654649390195
goal_B_4,-0.015683231839279478,0.015683231839279478
reading_A,-0.015601105699281484,0.015601105699281484
field_cd_A_13,-0.01537208226460599,0.01537208226460599
fit_score,-0.0152252733386652,0.0152252733386652
concerts_A,0.014832113498898203,0.014832113498898203
field_cd_A_17,-0.014784899265347411,0.014784899265347411
movies_A,-0.014375095146730427,0.014375095146730427
